site_id,n_total,n_train,n_val,n_test,best_epoch,epochs_trained,accuracy,accuracy_within_2,R2,MAE_visibility,RMSE_visibility,train_loss,val_loss,test_loss,epoch
SITE389,48,30,7,11,31,46,0.6363636255264282,1.0,0.6720183491706848,0.6363636255264282,1.0871145725250244,0.5077485144138336,0.08274123817682266,1.3862191438674927,31
SITE397,58,33,9,16,1,16,0.125,0.4375,-1.4372758865356445,2.875,3.25960111618042,2.2931994199752808,1.9943610429763794,2.2340927124023438,1
SITE401,26,18,3,5,59,60,0.6000000238418579,1.0,0.9305555522441864,0.4000000059604645,0.6324555277824402,0.002836659172317013,0.00012109733506804332,1.9014043807983398,59
SITE404,21,12,2,7,58,60,0.5714285969734192,0.7142857313156128,-0.5119999647140503,1.7142857313156128,2.7774603366851807,0.09905283898115158,0.0001029864142765291,1.996345043182373,58
SITE406,25,15,4,6,10,25,0.5,0.6666666865348816,0.6262294948101044,1.1666666269302368,1.7795131206512451,1.7635502815246582,1.6956580877304077,1.4828221797943115,10
SITE407,28,18,4,6,33,48,0.6666666865348816,0.8333333134651184,-0.283237099647522,1.1666666269302368,2.4832773208618164,0.4817329943180084,0.11327234655618668,0.9744164347648621,33
SITE411,133,83,17,33,43,58,0.12121212482452393,0.6363636255264282,-0.649415135383606,2.3636362552642822,2.9232609272003174,0.7854755024115244,0.9360951920971274,5.788049221038818,43
SITE417,101,54,13,34,1,16,0.3235294222831726,0.7058823704719543,0.07590937614440918,1.7647058963775635,2.413198947906494,1.8838788568973541,2.200195074081421,2.248224059740702,1
SITE420,57,35,6,16,1,16,0.125,0.4375,-0.9462686777114868,2.6875,3.191786289215088,1.9645774761835735,1.9255149364471436,2.1079649925231934,1
SITE421,39,26,2,11,2,17,0.0,0.6363636255264282,-0.26097559928894043,2.3636362552642822,2.9232609272003174,1.8920062184333801,2.915203094482422,2.3389782905578613,2
SITE422,41,23,6,12,5,20,0.25,0.75,0.05759167671203613,1.6666666269302368,2.2360680103302,1.7959531545639038,1.9429763555526733,2.020611524581909,5
SITE424,24,17,3,4,5,20,0.75,0.75,-0.3333333730697632,0.75,1.5,0.6615922655910254,0.4198932349681854,0.48181673884391785,5
SITE426,60,36,7,17,1,16,0.529411792755127,0.9411764740943909,0.6540697813034058,0.8235294222831726,1.2833778858184814,1.7264996369679768,1.2061431407928467,1.7371491193771362,1
